,mass_A,,,,mass_C,,,,mass_B,,mass_C
4.25E-01,2.088318E-02,2.614587E-03,-3.180765E-01,-1.452597E-02,2.73021E-02,2.557679E-03,-3.048725E-01,-3.228696E-02,3.006047E+03,6.205945E+03,-5.079566E-01
4.26E-01,2.055435E-02,2.593533E-03,-3.0903E-01,-1.623196E-02,2.69917E-02,2.534834E-03,-2.982121E-01,-2.026073E-02,3.006286E+03,4.275428E+03,-5.224412E-01
4.27E-01,2.026512E-02,2.582123E-03,-3.030144E-01,-1.22297E-02,2.670567E-02,2.517157E-03,-2.988564E-01,-6.393684E-03,3.014598E+03,6.797036E+03,-5.779247E-01
4.28E-01,1.994832E-02,2.569074E-03,-3.072514E-01,-1.829317E-03,2.639398E-02,2.522047E-03,-2.849232E-01,3.414602E-03,3.01988E+03,7.026499E+03,-4.180212E-01
4.29E-01,1.965062E-02,2.578465E-03,-3.134184E-01,-7.994688E-03,2.613582E-02,2.523987E-03,-2.61831E-01,5.21698E-03,3.028651E+03,1.01447E+04,-4.812948E-01
4.3E-01,1.932148E-02,2.553085E-03,-3.232902E-01,-1.769873E-02,2.587032E-02,2.532481E-03,-2.686015E-01,6.115312E-03,3.040169E+03,7.951823E+03,-1.802644E-01
4.31E-01,1.900404E-02,2.543067E-03,-3.082474E-01,-2.857237E-02,2.559862E-02,2.536217E-03,-2.777836E-01,-2.292955E-03,3.044554E+03,7.314443E+03,-5.951554E-02
4.32E-01,1.870499E-02,2.49594E-03,-3.00243E-01,-3.847495E-02,2.531475E-02,2.527895E-03,-2.687208E-01,-4.008631E-03,3.054798E+03,8.404391E+03,2.769927E-01
4.33E-01,1.840356E-02,2.466117E-03,-3.124073E-01,-3.065876E-02,2.506118E-02,2.5282E-03,-2.580579E-01,-2.221515E-02,3.061363E+03,6.171739E+03,5.342696E-01
4.34E-01,1.808017E-02,2.434622E-03,-3.219436E-01,-1.684006E-02,2.479864E-02,2.483464E-03,-2.57854E-01,-3.551607E-02,3.067141E+03,7.285826E+03,4.165221E-01
4.35E-01,1.775967E-02,2.432437E-03,-3.27576E-01,-7.914046E-03,2.454547E-02,2.457168E-03,-2.796812E-01,-9.378195E-03,3.075935E+03,9.577797E+03,2.088109E-01
4.36E-01,1.742502E-02,2.418794E-03,-3.276721E-01,-1.818434E-02,2.423927E-02,2.464708E-03,-3.201941E-01,7.798272E-03,3.086297E+03,8.741251E+03,3.860466E-01
4.37E-01,1.710432E-02,2.396069E-03,-3.009466E-01,-4.409579E-02,2.390508E-02,2.472764E-03,-3.294765E-01,1.345247E-02,3.093417E+03,6.624917E+03,6.461275E-01
4.38E-01,1.682313E-02,2.330603E-03,-2.857563E-01,-4.969077E-02,2.358032E-02,2.491613E-03,-3.35035E-01,2.234718E-03,3.099547E+03,7.202473E+03,1.364983E+00
4.39E-01,1.653281E-02,2.296687E-03,-2.825312E-01,-1.588308E-02,2.323501E-02,2.477234E-03,-3.236279E-01,-4.923566E-03,3.107822E+03,8.229859E+03,1.543085E+00
4.4E-01,1.625806E-02,2.298837E-03,-2.821984E-01,1.040501E-02,2.293307E-02,2.481766E-03,-3.122134E-01,1.074035E-02,3.116006E+03,8.710955E+03,1.569804E+00
4.41E-01,1.596841E-02,2.317497E-03,-3.033342E-01,1.162268E-02,2.261059E-02,2.498714E-03,-3.278766E-01,1.589718E-02,3.125244E+03,1.131689E+04,1.562805E+00
4.42E-01,1.565139E-02,2.322082E-03,-3.028401E-01,9.841814E-04,2.227731E-02,2.51356E-03,-3.343658E-01,1.605565E-03,3.13864E+03,1.167067E+04,1.655294E+00
4.43E-01,1.536334E-02,2.31585E-03,-2.811035E-01,2.326353E-02,2.194186E-02,2.501926E-03,-3.409526E-01,-5.617843E-03,3.148585E+03,6.49638E+03,1.620199E+00
4.44E-01,1.508919E-02,2.368609E-03,-2.774232E-01,3.999796E-02,2.159541E-02,2.502324E-03,-3.471853E-01,5.177174E-03,3.151633E+03,5.956695E+03,1.177374E+00
4.45E-01,1.480849E-02,2.395846E-03,-2.86174E-01,1.092061E-02,2.124749E-02,2.51228E-03,-3.338478E-01,1.077792E-02,3.160499E+03,7.419073E+03,1.035947E+00
4.46E-01,1.451684E-02,2.39045E-03,-2.814773E-01,-2.22257E-02,2.092771E-02,2.52388E-03,-3.14996E-01,1.157091E-02,3.166471E+03,6.925391E+03,1.19233E+00
4.47E-01,1.424554E-02,2.351395E-03,-2.653407E-01,-2.988177E-02,2.061749E-02,2.535422E-03,-3.229086E-01,8.446805E-03,3.17435E+03,4.724922E+03,1.654289E+00
4.48E-01,1.398616E-02,2.330687E-03,-2.521844E-01,-1.249927E-02,2.028189E-02,2.540774E-03,-3.328429E-01,-9.773791E-03,3.175921E+03,3.465108E+03,1.911237E+00
4.49E-01,1.374117E-02,2.326396E-03,-2.547281E-01,9.299034E-03,1.995181E-02,2.515874E-03,-3.402988E-01,-1.86093E-02,3.18128E+03,5.800181E+03,1.747476E+00
4.5E-01,1.34767E-02,2.349285E-03,-2.707835E-01,1.735542E-02,1.96013E-02,2.503555E-03,-3.327059E-01,-1.170649E-02,3.187521E+03,6.366388E+03,1.442901E+00
4.51E-01,1.31996E-02,2.361107E-03,-2.925163E-01,7.634207E-03,1.92864E-02,2.492461E-03,-2.970821E-01,-4.018101E-03,3.194013E+03,1.372754E+03,1.236264E+00
4.52E-01,1.289167E-02,2.364553E-03,-3.009539E-01,3.601759E-03,1.900713E-02,2.495519E-03,-2.883418E-01,-4.036019E-03,3.190267E+03,1.604563E+03,1.226833E+00
4.53E-01,1.25977E-02,2.36831E-03,-2.941941E-01,1.275536E-02,1.870971E-02,2.484389E-03,-2.862068E-01,-6.323062E-03,3.197222E+03,7.032034E+03,1.088025E+00
4.54E-01,1.230328E-02,2.390064E-03,-2.931251E-01,6.348646E-03,1.843472E-02,2.482873E-03,-2.749366E-01,-7.513299E-03,3.204331E+03,5.691723E+03,8.671969E-01
4.55E-01,1.201145E-02,2.381008E-03,-2.986112E-01,-8.296794E-03,1.815984E-02,2.469363E-03,-2.823007E-01,-3.192416E-03,3.208605E+03,5.72129E+03,8.233071E-01
4.56E-01,1.170606E-02,2.37347E-03,-3.127519E-01,-5.447904E-03,1.787012E-02,2.476488E-03,-2.768356E-01,9.675337E-03,3.215774E+03,5.15342E+03,9.574761E-01
4.57E-01,1.138594E-02,2.370112E-03,-3.012395E-01,2.161228E-02,1.760522E-02,2.486498E-03,-2.720625E-01,1.539212E-02,3.218912E+03,5.133425E+03,1.0721E+00
4.58E-01,1.110358E-02,2.416695E-03,-3.052909E-01,3.604305E-02,1.732599E-02,2.507272E-03,-2.865488E-01,1.315363E-02,3.22604E+03,8.729989E+03,8.339763E-01
4.59E-01,1.077536E-02,2.442198E-03,-3.325348E-01,2.880633E-02,1.703212E-02,2.512806E-03,-2.795273E-01,3.674209E-03,3.236372E+03,8.764896E+03,6.465578E-01
4.6E-01,1.043851E-02,2.474308E-03,-3.304341E-01,4.341538E-02,1.676694E-02,2.514621E-03,-2.666184E-01,9.022035E-03,3.24357E+03,7.328246E+03,3.649803E-01
4.61E-01,1.011449E-02,2.529029E-03,-3.27301E-01,3.445634E-02,1.649888E-02,2.53085E-03,-2.831509E-01,2.114784E-03,3.251028E+03,5.800874E+03,1.634295E-02
4.62E-01,9.783908E-03,2.54322E-03,-3.336361E-01,1.248989E-02,1.620064E-02,2.51885E-03,-2.976545E-01,-4.942102E-03,3.255172E+03,7.222923E+03,-2.176001E-01
4.63E-01,9.44722E-03,2.554008E-03,-3.234092E-01,-6.762608E-03,1.590357E-02,2.520966E-03,-2.912621E-01,-4.378971E-03,3.265474E+03,1.415905E+04,-2.93231E-01
4.64E-01,9.13709E-03,2.529695E-03,-3.113273E-01,-2.422229E-02,1.561811E-02,2.510092E-03,-3.082517E-01,-1.343166E-02,3.28349E+03,1.540993E+04,-1.732966E-01
4.65E-01,8.824566E-03,2.505564E-03,-3.172968E-01,4.263472E-03,1.528707E-02,2.494102E-03,-3.209894E-01,-3.909778E-03,3.296294E+03,1.10823E+04,-1.016174E-01
4.66E-01,8.502496E-03,2.538222E-03,-3.218401E-01,1.556788E-02,1.497613E-02,2.502273E-03,-3.217995E-01,-1.561007E-03,3.305655E+03,6.866792E+03,-3.181684E-01
4.67E-01,8.180886E-03,2.5367E-03,-3.148709E-01,-5.995543E-03,1.464347E-02,2.49098E-03,-3.264369E-01,-1.019936E-02,3.310028E+03,5.640976E+03,-4.05331E-01
4.68E-01,7.872754E-03,2.526231E-03,-3.111834E-01,-9.378992E-03,1.432326E-02,2.481874E-03,-3.26339E-01,-5.871113E-03,3.316937E+03,6.190256E+03,-3.939862E-01
4.69E-01,7.558519E-03,2.517942E-03,-3.108995E-01,-2.02728E-02,1.399079E-02,2.479238E-03,-3.292019E-01,-6.261662E-03,3.322408E+03,7.390872E+03,-3.447505E-01
4.7E-01,7.250955E-03,2.485685E-03,-3.132647E-01,-1.573127E-02,1.366486E-02,2.469351E-03,-3.02181E-01,-2.760964E-03,3.331718E+03,1.091255E+04,-1.459159E-01
4.71E-01,6.931989E-03,2.486479E-03,-3.398865E-01,-5.252112E-03,1.338643E-02,2.473716E-03,-2.909778E-01,4.927871E-04,3.344233E+03,9.936681E+03,-1.132969E-01
4.72E-01,6.571182E-03,2.475181E-03,-3.601854E-01,-7.191505E-03,1.30829E-02,2.470336E-03,-3.081226E-01,-4.394527E-03,3.351592E+03,6.910108E+03,-4.262705E-02
4.73E-01,6.211619E-03,2.472096E-03,-3.513658E-01,-1.600259E-02,1.277019E-02,2.464927E-03,-3.116693E-01,-1.482885E-02,3.358054E+03,6.02675E+03,-6.262936E-02
4.74E-01,5.868451E-03,2.443176E-03,-3.263119E-01,-1.668012E-02,1.245956E-02,2.440679E-03,-3.049482E-01,-2.507451E-02,3.363645E+03,7.252434E+03,-2.170709E-02
4.75E-01,5.558995E-03,2.438736E-03,-2.967341E-01,-5.964389E-03,1.216029E-02,2.414778E-03,-2.861767E-01,-1.066653E-02,3.372558E+03,6.167691E+03,-2.079409E-01
4.76E-01,5.274983E-03,2.431247E-03,-2.298891E-01,-6.26164E-03,1.188721E-02,2.419346E-03,-2.239165E-01,1.458014E-02,3.375981E+03,3.980231E+03,-1.03127E-01
4.77E-01,5.099217E-03,2.426213E-03,-1.661115E-01,-6.748508E-03,1.171246E-02,2.443938E-03,-1.921165E-01,9.051334E-03,3.380519E+03,4.279239E+03,1.535714E-01
4.78E-01,4.94276E-03,2.41775E-03,-1.718108E-01,-1.878428E-02,1.150298E-02,2.437448E-03,-2.177251E-01,-3.068435E-02,3.384539E+03,3.830005E+03,1.720409E-01
4.79E-01,4.755595E-03,2.388644E-03,-1.682287E-01,-2.614775E-02,1.127701E-02,2.38257E-03,-2.359296E-01,-1.791765E-02,3.388179E+03,3.674142E+03,-5.336891E-02
4.8E-01,4.606302E-03,2.365455E-03,,,1.103112E-02,2.401613E-03,,,3.391887E+03,,3.22454E-01
